"ID","Player","Team","Position","Owner","TFPts","TFP/G","Rostered %","+/- %","Date","Opponent","Score","Fantasy Points","Minutes Played","Goals","Assists (Official)","Assists (Second)","Key Passes (Assists on Shots)","Assists (Fantasy)","Shots on Target","Shots off the Post","Tackles Won","Dispossessed","Yellow Cards","Red Cards","Accurate Crosses","Accurate Crosses (No Corners)","Interceptions","Interceptions + Blocked Shots","Effective Clearances","Successful Dribbles (Contests Succeeded)","Blocked Crosses","Blocked Shots","Aerials Won","Penalty Kicks Missed","Penalty Kicks Drawn","Own Goals","Goals Against Outfielders ","Clean Sheets On Field"
"05o4b","Matty Cash","AVL","D","ZDM","79.25","11.32","68%","+4.8%","Aug 16","NEW","T 0-0","21.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","6","3","0","2","5","0","0","0","0","0","1"
"03dx3","Kieran Trippier","NEW","D","Souf","77.25","12.88","83%","+4.7%","Oct 5","NOT","W 2-0","17.25","90","0","0","0","3","0","0","0","1","2","0","0","2","0","0","0","3","0","0","0","2","0","0","0","0","1"
"03dx3","Kieran Trippier","NEW","D","Souf","77.25","12.88","83%","+4.7%","Sep 28","ARS","L 1-2","0.75","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","2","0"
"03dx3","Kieran Trippier","NEW","D","Souf","77.25","12.88","83%","+4.7%","Sep 13","WOL","W 1-0","29.25","90","0","0","0","5","0","0","0","0","0","0","0","7","2","1","1","1","0","0","0","2","0","0","0","0","1"
"03dx3","Kieran Trippier","NEW","D","Souf","77.25","12.88","83%","+4.7%","Aug 30","LEE","T 0-0","8","60","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"03dx3","Kieran Trippier","NEW","D","Souf","77.25","12.88","83%","+4.7%","Aug 25","LIV","L 2-3","3.75","75","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","0","2","0"
"03dx3","Kieran Trippier","NEW","D","Souf","77.25","12.88","83%","+4.7%","Aug 16","AVL","T 0-0","18.25","90","0","0","0","1","0","0","0","0","0","0","0","2","1","3","3","1","0","0","0","1","0","0","0","0","1"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Oct 4","LEE","W 2-1","2","15","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Sep 27","WOL","T 1-1","1","90","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","2","0","0","0","1","0"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Sep 20","BHA","T 2-2","20","90","1","0","0","1","0","2","0","1","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","2","0"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Sep 13","WHU","W 3-0","2","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Aug 30","BOU","L 0-1","6.5","90","0","0","0","1","0","0","0","0","2","0","0","0","0","0","1","3","0","0","1","4","0","0","0","1","0"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Aug 23","MCI","W 2-0","14","77","0","1","0","1","0","0","0","2","0","1","0","0","0","1","1","1","0","0","0","2","0","0","0","0","1"
"04io4","Richarlison","TOT","F","Nukes","76.5","10.93","85%","-0.2%","Aug 16","BUR","W 3-0","31","70","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3","2","0","0","3","0","0","0","0","1"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Oct 5","NEW","L 0-2","3.5","90","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","3","0","0","0","0","0","0","2","0"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Sep 27","SUN","L 0-1","7.5","90","0","0","0","1","0","1","0","1","0","1","0","0","0","1","1","2","0","0","0","2","0","0","0","1","0"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Sep 20","BUR","T 1-1","14.75","90","0","0","0","2","0","0","0","1","0","0","0","2","2","2","2","3","1","0","0","0","0","0","0","1","0"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Sep 13","ARS","L 0-3","8","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","2","0","1","2","0","0","0","3","0"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Aug 31","WHU","L 0-3","18.75","90","0","0","0","3","0","0","0","6","5","0","0","3","0","0","0","1","1","1","0","3","0","0","0","3","0"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Aug 24","CRY","T 1-1","7.25","90","0","0","0","1","0","0","0","1","2","0","0","1","1","0","0","1","2","0","0","1","0","0","0","1","0"
"05opj","Elliot Anderson","NOT","M","Nukes","75.75","10.82","96%","-1.2%","Aug 17","BRF","W 3-1","16","90","0","1","0","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","3","0","0","0","1","0"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Oct 4","CHE","L 1-2","3","55","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Sep 27","CRY","L 1-2","13.75","73","0","0","0","1","0","0","0","1","1","1","0","0","0","2","2","11","0","1","0","6","0","0","0","1","0"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Sep 20","EVE","W 2-1","11.5","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","1","8","0","0","0","1","0"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Sep 14","BUR","W 1-0","27","86","0","0","0","2","0","0","0","3","0","0","0","0","0","2","2","2","0","0","0","8","0","0","0","0","1"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Aug 31","ARS","W 1-0","13.5","78","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0","1","2","1","0","0","0","0","1"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Aug 25","NEW","W 3-2","2.75","90","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","5","0","0","0","2","0","0","0","2","0"
"05u7f","Ibrahima Konate","LIV","D","WCBFC","74.5","10.64","96%","+0.3%","Aug 15","BOU","W 4-2","4","90","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","6","2","1","1","0","0","0","0","2","0"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Oct 4","SUN","W 2-0","15.5","76","0","1","0","1","0","1","0","0","1","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","1"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Sep 27","BRF","L 1-3","9.5","90","0","0","0","3","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","3","0"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Sep 20","CHE","W 2-1","4.5","68","0","0","0","0","0","1","0","0","3","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","1"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Sep 14","MCI","L 0-3","3.5","90","0","0","0","0","0","1","0","0","2","0","0","1","1","0","0","0","1","0","0","1","0","0","0","3","0"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Aug 30","BUR","W 3-2","28.5","90","1","0","0","5","0","2","0","0","1","0","0","5","2","0","0","0","0","0","0","0","0","0","0","2","0"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Aug 24","FUL","T 1-1","5","90","0","0","0","3","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0"
"05trb","Bryan Mbeumo","MUN","M,F","WCBFC","74","10.57","100%","0%","Aug 17","ARS","L 0-1","7.5","90","0","0","0","1","0","2","0","0","2","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0"
"06rlj","Patrick Dorgu","MUN","D,M","ZDM","74","12.33","88%","0%","Oct 4","SUN","W 2-0","6.5","25","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0"
"06rlj","Patrick Dorgu","MUN","D,M","ZDM","74","12.33","88%","0%","Sep 27","BRF","L 1-3","9.25","84","0","0","0","0","0","0","0","2","1","1","0","0","0","2","2","3","1","0","0","4","0","0","0","2","0"
"06rlj","Patrick Dorgu","MUN","D,M","ZDM","74","12.33","88%","0%","Sep 20","CHE","W 2-1","19","90","0","1","0","2","0","0","0","3","3","0","0","1","1","1","1","2","0","0","0","1","0","0","0","1","0"
"06rlj","Patrick Dorgu","MUN","D,M","ZDM","74","12.33","88%","0%","Sep 14","MCI","L 0-3","24","90","0","0","0","3","0","0","0","3","0","0","0","4","4","2","2","0","1","0","0","2","0","0","0","3","0"
"06rlj","Patrick Dorgu","MUN","D,M","ZDM","74","12.33","88%","0%","Aug 24","FUL","T 1-1","6.25","90","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","3","0","1","0","4","0","0","0","1","0"
"06rlj","Patrick Dorgu","MUN","D,M","ZDM","74","12.33","88%","0%","Aug 17","ARS","L 0-1","9","90","0","0","0","0","0","0","1","3","2","1","0","0","0","0","1","0","1","0","1","3","0","0","0","1","0"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Oct 4","ARS","L 0-2","5","90","0","0","0","1","0","0","0","0","2","0","0","0","0","2","2","2","0","0","0","1","0","0","0","2","0"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Sep 29","EVE","T 1-1","15","90","1","0","0","0","0","1","0","0","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","1","0"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Sep 20","CRY","L 1-2","14.5","90","1","0","0","1","0","1","0","1","4","0","0","1","1","0","0","1","1","0","0","0","0","0","0","2","0"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Sep 13","TOT","L 0-3","5.5","90","0","0","0","0","0","2","0","1","3","0","0","0","0","1","1","3","1","0","0","0","0","0","0","3","0"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Aug 31","NOT","W 3-0","24.5","90","1","0","0","2","0","1","0","0","1","0","0","2","2","1","1","1","2","0","0","1","0","0","0","0","1"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Aug 22","CHE","L 1-5","3","90","0","0","0","1","0","1","0","0","2","0","0","1","1","0","0","0","2","0","0","0","0","0","0","5","0"
"046c5","Jarrod Bowen","WHU","M,F","WCBFC","72.5","10.36","100%","0%","Aug 16","SUN","L 0-3","5","90","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","3","0"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Oct 4","CHE","L 1-2","8.5","90","0","0","0","4","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Sep 27","CRY","L 1-2","4.5","90","0","0","0","2","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Sep 20","EVE","W 2-1","11.5","90","0","1","0","1","0","1","0","0","4","0","0","0","0","1","1","1","0","0","0","1","0","0","0","1","0"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Sep 14","BUR","W 1-0","14","90","1","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Aug 31","ARS","W 1-0","0.5","90","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Aug 25","NEW","W 3-2","12","88","0","1","0","2","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","2","0"
"03aqp","Mohamed Salah","LIV","M,F","ZDM","72","10.29","100%","0%","Aug 15","BOU","W 4-2","21","90","1","0","0","2","0","2","0","0","2","0","0","1","1","0","1","0","1","0","1","0","0","0","0","2","0"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Oct 5","BRF","W 1-0","9.25","75","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","1"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Sep 27","BUR","W 5-1","7.5","82","0","0","0","0","0","1","0","1","2","0","0","0","0","1","1","2","3","0","0","0","0","0","0","1","0"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Sep 21","ARS","T 1-1","15","90","0","1","0","2","0","1","0","0","2","0","0","0","0","0","0","4","1","1","0","1","0","0","0","1","0"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Sep 14","MUN","W 3-0","7.75","90","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","1"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Aug 31","BHA","L 1-2","7.25","90","0","0","0","2","0","0","0","1","1","0","0","1","0","0","0","1","2","0","0","0","0","0","0","2","0"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Aug 23","TOT","L 0-2","-1","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"06v06","Tijjani Reijnders","MCI","M","WCBFC","72","10.29","100%","0%","Aug 16","WOL","W 4-0","26.25","90","1","1","1","1","0","1","0","0","4","1","0","1","1","0","0","1","1","0","0","0","0","0","0","0","1"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Oct 4","LEE","W 2-1","5.25","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","3","0","0","0","0","0","0","0","1","0"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Sep 27","WOL","T 1-1","11","90","0","0","0","1","0","0","0","1","1","0","0","0","0","3","3","2","1","0","0","1","0","0","0","1","0"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Sep 20","BHA","T 2-2","-0.75","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Sep 13","WHU","W 3-0","24.5","79","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","4","1","0","0","1","0","0","0","0","1"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Aug 30","BOU","L 0-1","7","90","0","0","0","0","0","0","0","0","0","1","0","0","0","2","3","6","0","0","1","2","0","0","0","1","0"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Aug 23","MCI","W 2-0","11","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","0","1","1","0","0","0","0","1"
"06ezb","Micky van de Ven","TOT","D","ZDM","71.5","10.21","93%","0%","Aug 16","BUR","W 3-0","13.5","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","4","0","0","0","3","0","0","0","0","1"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Oct 4","TOT","L 1-2","13.5","88","0","0","0","0","0","0","0","3","0","0","0","1","1","3","3","4","0","0","0","1","0","0","0","2","0"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Sep 27","BOU","T 2-2","13.25","90","0","0","0","1","0","0","0","3","0","0","0","1","1","2","2","3","1","0","0","0","0","0","0","2","0"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Sep 20","WOL","W 3-1","9","82","0","0","0","0","1","0","0","2","5","1","0","0","0","1","1","4","0","0","0","1","0","0","0","1","0"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Sep 13","FUL","L 0-1","6.25","90","0","0","0","0","0","1","0","1","1","0","0","0","0","1","1","3","1","0","0","0","0","0","0","1","0"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Aug 30","NEW","T 0-0","15.75","90","0","0","0","1","0","0","0","1","1","0","0","0","0","2","2","3","2","0","0","0","0","0","0","0","1"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Aug 23","ARS","L 0-5","2.75","82","0","0","0","0","0","0","0","1","0","1","0","0","0","2","2","1","1","0","0","0","0","0","0","4","0"
"05o8o","Jayden Bogle","LEE","D","FA","71.5","10.21","23%","+1.2%","Aug 18","EVE","W 1-0","11","90","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","1","0","1","2","0","0","0","0","1"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Oct 5","BHA","T 1-1","5","29","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","4","0","0","1","1","0","0","0","1","0"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Sep 27","TOT","T 1-1","0.25","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Sep 20","LEE","L 1-3","22.5","90","0","0","0","1","0","2","0","4","0","0","0","2","2","0","0","4","1","0","0","6","0","0","0","3","0"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Sep 13","NEW","L 0-1","16","90","0","0","0","0","0","0","0","1","0","0","0","0","0","2","6","6","0","1","4","1","0","0","0","1","0"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Aug 30","EVE","L 2-3","8.25","90","0","0","0","1","0","0","0","0","0","0","0","0","0","1","3","3","0","0","2","1","0","0","0","3","0"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Aug 23","BOU","L 0-1","16.75","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","3","9","0","0","2","6","0","0","0","1","0"
"06r7k","Emmanuel Agbadou","WOL","D","FA","70.75","10.11","10%","-0.7%","Aug 16","MCI","L 0-4","2","90","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","4","0","0","1","0","0","0","0","4","0"
"04qfm","Ryan Sessegnon","FUL","D,M","FA","70.5","11.75","39%","-2%","Oct 3","BOU","L 1-3","16","90","1","0","0","1","0","1","0","1","0","0","0","0","0","0","0","4","0","2","0","0","0","0","0","3","0"
"04qfm","Ryan Sessegnon","FUL","D,M","FA","70.5","11.75","39%","-2%","Sep 28","AVL","L 1-3","6.5","79","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","4","0","1","1","1","0","0","0","3","0"
"04qfm","Ryan Sessegnon","FUL","D,M","FA","70.5","11.75","39%","-2%","Sep 20","BRF","W 3-1","16.75","90","0","0","0","0","1","1","0","2","1","0","0","1","1","0","1","3","0","0","1","1","0","0","0","1","0"
"04qfm","Ryan Sessegnon","FUL","D,M","FA","70.5","11.75","39%","-2%","Sep 13","LEE","W 1-0","15.5","90","0","0","0","2","0","0","0","0","1","0","0","0","0","1","1","4","2","0","0","5","0","0","0","0","1"
"04qfm","Ryan Sessegnon","FUL","D,M","FA","70.5","11.75","39%","-2%","Aug 30","CHE","L 0-2","5.25","66","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","3","0","0","1","0","0","0","0","2","0"
"04qfm","Ryan Sessegnon","FUL","D,M","FA","70.5","11.75","39%","-2%","Aug 24","MUN","T 1-1","10.5","61","0","0","0","1","0","0","0","2","0","0","0","0","0","1","2","0","0","0","1","2","0","0","0","1","0"
"0703c","Nordi Mukiele","SUN","D","Hopeless","70","14","60%","+12.3%","Oct 4","MUN","L 0-2","7.75","90","0","0","0","0","0","0","0","4","0","0","0","0","0","1","1","5","0","0","0","1","0","0","0","2","0"
"0703c","Nordi Mukiele","SUN","D","Hopeless","70","14","60%","+12.3%","Sep 27","NOT","W 1-0","14.75","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","7","1","1","0","3","0","0","0","0","1"
"0703c","Nordi Mukiele","SUN","D","Hopeless","70","14","60%","+12.3%","Sep 21","AVL","T 1-1","16.5","90","0","0","0","3","0","0","0","2","0","0","0","0","0","0","1","12","0","0","1","3","0","0","0","1","0"
"0703c","Nordi Mukiele","SUN","D","Hopeless","70","14","60%","+12.3%","Sep 13","CRY","T 0-0","18.75","90","0","0","0","1","0","0","0","2","0","0","0","0","0","3","3","7","0","0","0","0","0","0","0","0","1"
"0703c","Nordi Mukiele","SUN","D","Hopeless","70","14","60%","+12.3%","Aug 30","BRF","W 2-1","12.25","90","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","9","0","0","0","5","0","0","0","1","0"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Oct 4","LEE","W 2-1","5.75","90","0","0","0","0","0","0","0","2","1","1","0","0","0","1","1","3","0","0","0","3","0","0","0","1","0"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Sep 27","WOL","T 1-1","21.5","90","1","0","0","1","0","1","0","3","0","1","0","0","0","1","1","2","0","0","0","3","0","0","0","1","0"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Sep 20","BHA","T 2-2","9.25","90","0","0","0","0","0","0","0","3","1","0","0","0","0","2","2","1","0","0","0","2","0","0","0","2","0"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Sep 13","WHU","W 3-0","9.5","90","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Aug 30","BOU","L 0-1","1","53","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Aug 23","MCI","W 2-0","22.5","88","1","0","0","0","0","1","0","2","0","0","0","0","0","0","1","2","1","0","1","2","0","0","0","0","1"
"062dt","Joao Palhinha","TOT","M","Nukes","69.5","9.93","60%","+7.6%","Aug 16","BUR","W 3-0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0700u","Bafode Diakite","BOU","D","FA","69.5","11.58","60%","+7.3%","Oct 3","FUL","W 3-1","9.75","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","5","0","0","2","3","0","0","0","1","0"
"0700u","Bafode Diakite","BOU","D","FA","69.5","11.58","60%","+7.3%","Sep 27","LEE","T 2-2","8.75","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","13","0","0","0","5","0","0","0","2","0"
"0700u","Bafode Diakite","BOU","D","FA","69.5","11.58","60%","+7.3%","Sep 21","NEW","T 0-0","16.75","90","0","0","0","1","0","0","0","0","0","1","0","0","0","3","3","3","0","0","0","4","0","0","0","0","1"
"0700u","Bafode Diakite","BOU","D","FA","69.5","11.58","60%","+7.3%","Aug 30","TOT","W 1-0","14.5","90","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","6","0","0","0","3","0","0","0","0","1"
"0700u","Bafode Diakite","BOU","D","FA","69.5","11.58","60%","+7.3%","Aug 23","WOL","W 1-0","14.25","90","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","7","0","0","0","2","0","0","0","0","1"
"0700u","Bafode Diakite","BOU","D","FA","69.5","11.58","60%","+7.3%","Aug 15","LIV","L 2-4","5.5","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","6","0","0","0","1","0","0","0","4","0"
"06zbz","Hugo Ekitike","LIV","F","Hopeless","69","11.5","96%","+0.1%","Oct 4","CHE","L 1-2","1","15","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"06zbz","Hugo Ekitike","LIV","F","Hopeless","69","11.5","96%","+0.1%","Sep 20","EVE","W 2-1","19","66","1","0","0","0","0","1","0","0","3","0","0","0","0","1","2","3","4","0","1","1","0","0","0","1","0"
"06zbz","Hugo Ekitike","LIV","F","Hopeless","69","11.5","96%","+0.1%","Sep 14","BUR","W 1-0","3.5","71","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","1"
"06zbz","Hugo Ekitike","LIV","F","Hopeless","69","11.5","96%","+0.1%","Aug 31","ARS","W 1-0","0","78","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"06zbz","Hugo Ekitike","LIV","F","Hopeless","69","11.5","96%","+0.1%","Aug 25","NEW","W 3-2","17","79","1","0","0","2","0","1","0","0","1","0","0","0","0","0","0","3","1","0","0","1","0","0","0","1","0"
"06zbz","Hugo Ekitike","LIV","F","Hopeless","69","11.5","96%","+0.1%","Aug 15","BOU","W 4-2","28.5","71","1","1","0","2","0","2","0","0","2","0","0","0","0","0","0","1","1","0","0","4","0","0","0","1","0"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Oct 3","FUL","W 3-1","6","77","0","0","0","0","0","1","0","0","0","0","0","0","0","2","2","2","0","0","0","0","0","0","0","1","0"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Sep 27","LEE","T 2-2","4.75","80","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","2","0"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Sep 21","NEW","T 0-0","20","90","0","0","0","0","0","1","0","2","0","0","0","0","0","5","5","0","0","0","0","3","0","0","0","0","1"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Sep 13","BHA","W 2-1","4.75","90","0","0","0","1","0","0","0","2","1","1","0","0","0","1","1","3","0","0","0","0","0","0","0","1","0"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Aug 30","TOT","W 1-0","11.25","90","0","0","0","0","0","1","0","2","0","1","0","0","0","2","2","1","1","0","0","1","0","0","0","0","1"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Aug 23","WOL","W 1-0","11.75","87","0","0","0","0","0","1","0","1","0","1","0","0","0","1","3","1","1","0","2","1","0","0","0","0","1"
"062h7","Tyler Adams","BOU","M","FA","68.75","9.82","23%","-0.6%","Aug 15","LIV","L 2-4","10.25","88","0","0","0","0","0","0","0","0","0","0","0","0","0","4","5","3","0","0","1","1","0","0","0","3","0"
