"ID","Player","Team","Position","Owner","TFPts","TFP/G","Rostered %","+/- %","Date","Opponent","Score","Fantasy Points","Minutes Played","Goals","Assists (Official)","Assists (Second)","Key Passes (Assists on Shots)","Assists (Fantasy)","Shots on Target","Shots off the Post","Tackles Won","Dispossessed","Yellow Cards","Red Cards","Accurate Crosses","Accurate Crosses (No Corners)","Interceptions","Interceptions + Blocked Shots","Effective Clearances","Successful Dribbles (Contests Succeeded)","Blocked Crosses","Blocked Shots","Aerials Won","Penalty Kicks Missed","Penalty Kicks Drawn","Own Goals","Goals Against Outfielders ","Clean Sheets On Field"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Oct 5","CRY","W 2-1","17.75","90","0","0","0","1","0","0","0","0","0","0","0","0","0","1","4","5","0","0","3","7","0","0","0","1","0"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Sep 29","WHU","T 1-1","10","90","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","6","0","0","1","5","0","0","0","1","0"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Sep 20","LIV","L 1-2","13.5","90","0","0","0","0","0","0","0","3","0","0","0","0","0","1","3","8","0","0","2","2","0","0","0","2","0"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Sep 13","AVL","T 0-0","19.5","90","0","0","0","1","0","0","0","1","0","0","0","0","0","1","3","4","0","0","2","3","0","0","0","0","1"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Aug 30","WOL","W 3-2","11.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","2","3","7","0","0","1","3","0","0","0","2","0"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Aug 24","BHA","W 2-0","14.5","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0","5","0","0","0","0","1"
"0427d","James Tarkowski","EVE","D","Ellis","105.25","15.04","99%","-0.5%","Aug 18","LEE","L 0-1","18.75","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","4","9","1","0","3","5","0","0","0","1","0"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Oct 4","CHE","L 1-2","22.5","90","1","0","0","3","0","1","0","0","3","0","0","0","0","2","2","0","2","0","0","1","0","0","0","2","0"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Sep 27","CRY","L 1-2","3.5","45","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Sep 20","EVE","W 2-1","8.5","60","0","0","0","2","0","0","0","1","1","0","0","0","0","1","1","3","0","0","0","2","0","0","0","1","0"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Sep 14","BUR","W 1-0","11.5","90","0","0","0","2","0","0","0","0","1","0","0","2","1","1","1","0","2","0","0","1","0","0","0","0","1"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Aug 31","ARS","W 1-0","10.5","90","0","0","0","1","0","1","0","0","1","0","0","0","0","1","2","0","1","0","1","2","0","0","0","0","1"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Aug 25","NEW","W 3-2","18.5","88","0","2","0","2","0","0","0","0","1","0","0","0","0","0","0","2","1","0","0","1","0","0","0","2","0"
"067yv","Cody Gakpo","LIV","M,F","Ellis","105","15","100%","-0.1%","Aug 15","BOU","W 4-2","30","90","1","0","0","3","0","2","0","1","1","0","0","1","1","0","0","1","2","0","0","6","0","0","0","2","0"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Oct 5","NOT","W 2-0","19","90","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","1"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Sep 28","ARS","L 1-2","9.5","90","0","0","0","0","0","0","0","2","0","1","0","0","0","1","1","6","0","0","0","7","0","0","0","2","0"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Sep 21","BOU","T 0-0","20.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","11","2","0","1","4","0","0","0","0","1"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Sep 13","WOL","W 1-0","12.75","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","0","0","0","4","0","0","0","0","1"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Aug 30","LEE","T 0-0","10","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","1"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Aug 25","LIV","L 2-3","13.25","90","0","0","0","1","0","0","0","1","0","1","0","1","1","2","2","9","0","0","0","5","0","0","0","3","0"
"02lsa","Dan Burn","NEW","D","ZDM","104.75","14.96","99%","+0.7%","Aug 16","AVL","T 0-0","20","90","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","8","0","1","0","6","0","0","0","0","1"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Oct 5","EVE","L 1-2","10","90","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","8","0","0","0","3","0","0","0","2","0"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Sep 27","LIV","W 2-1","12","90","0","0","0","0","0","0","0","4","0","0","0","0","0","1","2","6","0","0","1","1","0","0","0","1","0"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Sep 20","WHU","W 2-1","5.75","90","0","0","0","0","0","0","1","1","1","0","0","0","0","1","1","3","0","0","0","2","0","0","0","1","0"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Sep 13","SUN","T 0-0","14.25","90","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","3","0","0","1","2","0","0","0","0","1"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Aug 31","AVL","W 3-0","24.75","90","0","1","0","1","0","0","0","0","1","0","0","0","0","3","3","7","0","1","0","2","0","0","0","0","1"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Aug 24","NOT","T 1-1","13","90","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","8","1","0","0","7","0","0","0","1","0"
"06pia","Maxence Lacroix","CRY","D","Hopeless","103.75","14.82","97%","+0.9%","Aug 17","CHE","T 0-0","24","90","0","0","0","0","0","0","0","2","0","0","0","0","0","2","5","8","0","0","3","3","0","0","0","0","1"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Oct 5","EVE","L 1-2","18.25","90","0","0","0","1","0","0","0","1","0","0","0","0","0","2","4","5","0","1","2","6","0","0","0","2","0"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Sep 27","LIV","W 2-1","12.5","90","0","0","0","0","0","0","0","2","1","0","0","0","0","3","4","6","0","0","1","1","0","0","0","1","0"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Sep 20","WHU","W 2-1","13.5","90","0","0","0","0","0","0","0","4","0","0","0","0","0","1","1","12","0","0","0","3","0","0","0","1","0"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Sep 13","SUN","T 0-0","14.25","90","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","3","0","1","0","3","0","0","0","0","1"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Aug 31","AVL","W 3-0","15","90","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","8","0","0","1","2","0","0","0","0","1"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Aug 24","NOT","T 1-1","11","90","0","0","0","0","0","0","0","1","0","0","0","0","0","2","3","4","0","0","1","3","0","0","0","1","0"
"0635j","Chris Richards","CRY","D","Evan","103.75","14.82","88%","+2%","Aug 17","CHE","T 0-0","19.25","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","3","3","0","1","2","3","0","0","0","0","1"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Oct 4","MUN","L 0-2","7.25","90","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","3","1","0","1","5","0","0","0","2","0"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Sep 27","NOT","W 1-0","26.25","90","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","9","1","0","2","1","0","0","0","0","1"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Sep 21","AVL","T 1-1","14.25","90","0","0","0","0","0","1","1","1","1","0","0","0","0","2","3","7","0","0","1","2","0","0","0","1","0"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Sep 13","CRY","T 0-0","19.75","90","0","0","0","0","0","0","0","1","1","0","0","0","0","3","5","3","2","0","2","0","0","0","0","0","1"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Aug 30","BRF","W 2-1","8.25","90","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","7","1","0","0","2","0","0","0","1","0"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Aug 23","BUR","L 0-2","10.75","90","0","0","0","0","0","0","0","1","0","0","0","1","1","2","2","5","0","0","0","3","0","0","0","2","0"
"0700t","Omar Alderete","SUN","D","Hopeless","102.25","14.61","65%","+23%","Aug 16","WHU","W 3-0","15.75","36","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","3","0","0","0","2","0","0","0","0","0"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Oct 4","TOT","L 1-2","17.5","90","0","0","0","5","0","0","0","2","1","0","0","4","2","0","0","0","0","0","0","0","0","0","0","2","0"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Sep 27","BOU","T 2-2","52.75","90","1","1","0","7","0","1","0","4","0","0","0","7","1","1","2","3","0","0","1","2","0","0","0","2","0"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Sep 20","WOL","W 3-1","9.75","82","0","0","0","0","0","1","0","4","2","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Sep 13","FUL","L 0-1","3.25","90","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Aug 30","NEW","T 0-0","14.5","90","0","0","0","1","0","0","0","4","1","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","1"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Aug 23","ARS","L 0-5","-0.75","31","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"04ug0","Sean Longstaff","LEE","M","Hopeless","97","13.86","43%","+39.2%","Aug 18","EVE","W 1-0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Oct 4","LEE","W 2-1","12.75","90","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","7","0","1","0","1","0","0","0","1","0"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Sep 27","WOL","T 1-1","7.25","26","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Sep 20","BHA","T 2-2","11.75","88","0","0","0","2","0","0","0","1","0","0","0","1","0","1","2","3","0","1","1","1","0","0","0","2","0"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Sep 13","WHU","W 3-0","20.25","90","0","0","0","2","0","0","0","2","0","0","0","2","2","1","1","1","0","0","0","1","0","0","0","0","1"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Aug 30","BOU","L 0-1","8.75","70","0","0","0","0","0","0","0","2","0","0","0","1","1","1","1","9","0","0","0","0","0","0","0","1","0"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Aug 23","MCI","W 2-0","16.75","90","0","0","0","2","0","0","0","1","0","1","0","2","2","0","0","5","1","2","0","0","0","0","0","0","1"
"05n07","Pedro Porro","TOT","D","Evan","96.5","13.79","100%","+0.1%","Aug 16","BUR","W 3-0","19","90","0","0","0","3","0","0","0","0","0","0","0","2","2","0","0","2","1","3","0","0","0","0","0","0","1"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Oct 4","TOT","L 1-2","7","66","0","0","0","1","0","0","0","1","1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","2","0"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Sep 27","BOU","T 2-2","3","90","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Sep 20","WOL","W 3-1","28","90","1","1","0","1","0","1","0","3","0","0","0","0","0","1","1","4","0","0","0","0","0","0","0","1","0"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Sep 13","FUL","L 0-1","5","90","0","0","0","1","0","0","0","0","2","1","0","0","0","0","0","2","1","0","0","5","0","0","0","1","0"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Aug 30","NEW","T 0-0","15.75","90","0","0","0","3","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","2","0","0","0","0","1"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Aug 23","ARS","L 0-5","3.25","90","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","5","0"
"06zbx","Anton Stach","LEE","M","Hopeless","95.25","13.61","78%","-1.2%","Aug 18","EVE","W 1-0","33.25","90","0","0","0","4","1","1","0","2","0","0","0","3","0","1","2","5","1","0","1","2","0","0","0","0","1"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Oct 5","AVL","L 1-2","14","90","0","1","0","2","0","0","0","0","1","0","0","3","1","0","0","0","0","1","0","0","0","0","0","2","0"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Sep 27","MCI","L 1-5","11.75","87","0","1","0","1","0","1","0","1","0","1","0","0","0","1","1","3","0","0","0","0","0","0","0","3","0"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Sep 20","NOT","T 1-1","20.75","90","0","0","0","3","0","1","0","1","1","0","0","4","4","1","2","1","0","0","1","0","0","0","0","1","0"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Sep 14","LIV","L 0-1","19.75","90","0","0","0","1","0","0","0","2","0","0","0","0","0","6","6","9","0","0","0","1","0","0","0","1","0"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Aug 30","MUN","L 2-3","7.5","90","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","5","0","0","1","1","0","0","0","3","0"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Aug 23","SUN","W 2-0","12.25","90","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","3","0","1","0","1","0","0","0","0","1"
"06v6n","Quilindschy Hartman","BUR","D","Hopeless","95.25","13.61","23%","+9.8%","Aug 16","TOT","L 0-3","9.25","90","0","0","0","1","0","0","0","1","0","0","0","0","0","2","2","3","0","1","0","2","0","0","0","3","0"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Oct 4","SUN","W 2-0","15.75","90","0","0","0","3","0","1","0","0","0","0","0","1","0","2","2","3","0","0","0","0","0","0","0","0","1"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Sep 27","BRF","L 1-3","-2.5","90","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","4","0","0","0","0","1","0","0","3","0"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Sep 20","CHE","W 2-1","19.5","86","1","0","0","1","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Sep 14","MCI","L 0-3","11","90","0","0","0","2","0","0","0","3","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","3","0"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Aug 30","BUR","W 3-2","29.5","90","1","0","0","6","0","1","0","1","2","1","0","3","2","0","0","4","0","0","0","2","0","0","0","2","0"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Aug 24","FUL","T 1-1","7","90","0","0","0","1","0","1","0","1","1","0","0","1","0","0","1","2","2","0","1","1","1","0","0","1","0"
"05gcr","Bruno Fernandes","MUN","M,F","Skyler","94.75","13.54","100%","0%","Aug 17","ARS","L 0-1","14.5","90","0","0","0","5","0","0","0","0","1","0","0","1","1","0","0","2","1","0","0","2","0","0","0","1","0"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Oct 4","ARS","L 0-2","12.5","90","0","0","0","2","0","0","0","3","4","1","0","2","0","1","3","0","1","0","2","0","0","0","0","2","0"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Sep 29","EVE","T 1-1","16.75","88","0","0","0","3","0","0","0","1","0","0","0","3","2","1","1","3","0","0","0","2","0","0","0","1","0"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Sep 20","CRY","L 1-2","8","90","0","0","0","2","0","0","0","1","2","1","0","1","1","0","0","0","3","1","0","1","0","0","0","2","0"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Sep 13","TOT","L 0-3","3.25","67","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","3","0","0","0","3","0"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Aug 31","NOT","W 3-0","31.25","90","1","0","0","2","0","2","0","1","3","0","0","0","0","0","2","3","3","1","2","3","0","0","0","0","1"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Aug 22","CHE","L 1-5","16.75","90","1","0","0","1","0","2","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","5","0"
"0647t","Lucas Paqueta","WHU","M","ZDM","93.5","13.36","96%","0%","Aug 16","SUN","L 0-3","5","90","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","3","0"
"04mup","Trevoh Chalobah","CHE","D","Hopeless","93.25","15.54","87%","-1.6%","Sep 27","BHA","L 1-3","-6.75","52","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"04mup","Trevoh Chalobah","CHE","D","Hopeless","93.25","15.54","87%","-1.6%","Sep 20","MUN","L 1-2","19.5","90","1","0","0","0","0","1","0","2","0","1","0","0","0","0","0","8","1","1","0","4","0","0","0","2","0"
"04mup","Trevoh Chalobah","CHE","D","Hopeless","93.25","15.54","87%","-1.6%","Sep 13","BRF","T 2-2","13.25","90","0","0","0","1","0","0","0","0","0","0","0","0","0","2","2","13","0","0","0","5","0","0","0","2","0"
"04mup","Trevoh Chalobah","CHE","D","Hopeless","93.25","15.54","87%","-1.6%","Aug 30","FUL","W 2-0","33.25","90","0","0","0","0","1","0","0","3","1","0","0","1","1","4","5","1","1","0","1","3","0","0","0","0","1"
"04mup","Trevoh Chalobah","CHE","D","Hopeless","93.25","15.54","87%","-1.6%","Aug 22","WHU","W 5-1","19.25","68","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","3","1","0","0","2","0","0","0","1","0"
"04mup","Trevoh Chalobah","CHE","D","Hopeless","93.25","15.54","87%","-1.6%","Aug 17","CRY","T 0-0","14.75","90","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","7","1","0","1","2","0","0","0","0","1"
"05raa","Hugo Bueno","WOL","D","FA","93","13.29","29%","+10.9%","Oct 5","BHA","T 1-1","19","76","0","0","0","2","0","0","0","1","3","0","0","1","1","2","3","0","1","0","1","0","0","0","0","0","1"
"05raa","Hugo Bueno","WOL","D","FA","93","13.29","29%","+10.9%","Sep 27","TOT","T 1-1","13.75","90","0","0","0","0","0","1","0","2","2","0","0","1","1","2","2","3","2","1","0","1","0","0","0","1","0"
"05raa","Hugo Bueno","WOL","D","FA","93","13.29","29%","+10.9%","Sep 20","LEE","L 1-3","18","45","0","0","0","3","0","0","0","1","1","0","0","5","5","0","0","0","1","0","0","0","0","0","0","0","0"
"05raa","Hugo Bueno","WOL","D","FA","93","13.29","29%","+10.9%","Sep 13","NEW","L 0-1","16.5","90","0","0","0","2","0","0","0","2","1","0","0","2","2","1","1","4","2","1","0","1","0","0","0","1","0"
"05raa","Hugo Bueno","WOL","D","FA","93","13.29","29%","+10.9%","Aug 30","EVE","L 2-3","13.5","74","0","0","0","1","0","0","0","4","1","0","0","2","2","2","2","2","1","0","0","1","0","0","0","3","0"
